_id,title,capacity,legal_status,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website
7725,EHPAD Korian Les Jardins du Charmois ,85,Privé commercial,3186.9,1 Rue du Charmois,54500,54,54,MEURTHE-ET-MOSELLE,VANDOEUVRE LES NANCY,03 83 97 45 50,korian.jardinsducharmois@korian.fr,Groupe Korian,https://www.korian.fr/maison-retraite/ehpad-korian-jardins-du-charmois-vandoeuvre-les-nancy-54500/
7795,EHPAD Korian-Plaisance,88,Privé commercial,3017.4,12 boulevard du 21ème-Régiment-d'aviation,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 30 81 50,reception.plaisance@korian.fr ,Groupe Korian,http://www.korian.fr/maison-retraite/ehpad-plaisance-nancy-54000/
7833,EHPAD La Clairière,100,Privé non lucratif,2272.1999999999998,19 Rue de Lille,54350,54,54,MEURTHE-ET-MOSELLE,MONT ST MARTIN,03 82 44 22 00,secretariat-clairiere@groupe-sos.org,Groupe SOS Séniors,http://www.groupe-sos.org/structures/1166/EHPAD_La_clairi_re
7794,EHPAD La Fontaine de Lincourt,33,Public,1728.6000000000001,9 rue du Puits-Grosyeux,54370,54,54,MEURTHE-ET-MOSELLE,EINVILLE AU JARD,03 83 72 07 16,maisonderetraite7@wanadoo.fr,CCAS de Einville Au Jard,
91531,EHPAD La Maison des Cerisiers,75,Privé non lucratif,2559.6,14 allée de la Fraternité,54590,54,54,MEURTHE-ET-MOSELLE,HUSSIGNY GODBRANGE,03 82 25 20 10,hussigny@adefresidences.com,ADEF Résidences,
7755,EHPAD La Roche aux Carmes,40,Privé commercial,2584.7999999999997,2 Rue de Sauci Fosse,54135,54,54,MEURTHE-ET-MOSELLE,MEXY,03 82 25 85 67,administration@hibiscusresidence.com,SAS la Roche Aux Carmes,http://www.hibiscusresidence.com
7785,EHPAD Les Grands Jardins,66,Privé non lucratif,1924.5000000000002,4 rue de la Gare,54170,54,54,MEURTHE-ET-MOSELLE,COLOMBEY LES BELLES,03 83 52 84 00,les.grands.jardins@bienvieillir.biz,GIP Bien Vieillir En Pays Colombey,
7765,EHPAD Les Hêtres,176,Public,1916.7,1 rue Louis-Pasteur,54760,54,54,MEURTHE-ET-MOSELLE,FAULX,03 83 49 46 46,direction@epsfaulx.com,Et Public Medico-Social Communal Faulx,
7731,EHPAD Les Iris,63,Privé non lucratif,2073.8999999999996,5 rue des Plantes au Bô,54890,54,54,MEURTHE-ET-MOSELLE,ONVILLE,03 83 81 82 21,secretariat-iris@groupe-sos.org,Groupe SOS Séniors,http://www.groupe-sos.org/structures/821/EHPAD_Les_Iris
7827,EHPAD Les Jardins de la Vire,66,Privé commercial,2578.1999999999998,20 Rue du 22 Aout 1914,54730,54,54,MEURTHE-ET-MOSELLE,VILLE HOUDLEMONT,03 82 25 20 50,assistantedirection@lesjardinsdelavire.com,SAS  les Jardins de la Vire ,https://www.lesjardinsdelavire.com
7693,EHPAD Les Lilas,70,Privé non lucratif,2092.8000000000002,65 Rue Emile Zola,54800,54,54,MEURTHE-ET-MOSELLE,JARNY,03 82 33 06 52,secretariat-lilas@groupe-sos.org,Groupe SOS Séniors,http://www.groupe-sos.org/structures/810/EHPAD_Les_Lilas
7722,EHPAD Les Merisiers,50,Public,2001,17 Rue du Rond Poirier,54150,54,54,MEURTHE-ET-MOSELLE,BRIEY,03 82 47 51 06,stern@ch-briey.fr,Centre Hospitalier de Briey,
7768,EHPAD Les Peupliers,0,Privé non lucratif,,4 rue Alfred-Labbé,54190,54,54,MEURTHE-ET-MOSELLE,VILLERUPT,03 82 89 04 37,nathalie.delmissier@alpha-sante.fr,Association groupe SOS santé,http://www.groupe-sos.org/structures/876/H_pital_de_Mont_Saint_Martin
7729,EHPAD Les Sablons ,87,Privé non lucratif,2379.3000000000002,34 Rue de Saulxures,54425,54,54,MEURTHE-ET-MOSELLE,PULNOY,03 83 45 87 87,contact@mutuelle-sablons.fr,Mutuelle  les Sablons ,
91365,EHPAD Les sentiers de Ravenne,87,Privé non lucratif,,1 rue du Haut de Villers,54240,54,54,MEURTHE-ET-MOSELLE,JOEUF,03 82 20 60 60,direction@ahj.fr,Assoication hospitalière de Joeuf,
7694,EHPAD Louis Quinquet de Longuyon,81,Public,1824.8999999999999,29 Rue Louis Quinquet,54260,54,54,MEURTHE-ET-MOSELLE,LONGUYON,03 82 26 51 11,contact@ehpad-quinquet.fr ,Maison de Retraite l'Quinquet Longuyon,
7798,EHPAD Maison de retraite l'Oseraie,43,Privé non lucratif,2171.1000000000004,27 Rue de Mareville,54520,54,54,MEURTHE-ET-MOSELLE,LAXOU,03 83 41 24 76,seclaxou@asso-lesbruyeres.org,Association Les Bruyeres,http://www.asso-lesbruyeres.com/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=2&sobi2Id=15&Itemid=
91492,EHPAD Michel Dinet,127,Privé non lucratif,2218.4999999999995,rue Gambetta Lieu-dit Les Aubrives,54190,54,54,MEURTHE-ET-MOSELLE,VILLERUPT,03 82 39 90 00,direction-michel-dinet@groupe-sos.org,Groupe SOS seniors,
7817,EHPAD Notre Chaumière,37,Public,,54 rue des Jardins-Fleuris,54340,54,54,MEURTHE-ET-MOSELLE,POMPEY,03 83 93 91 10,secretariat.direction@hopital-pompey.fr,HL Intercom Pompey Lay St Christophe,
7730,EHPAD Notre Maison,158,Public,2666.4,4 place Cincinnati,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 32 95 52,notremaison@mairie-nancy.fr,CCAS de Nancy,
7719,EHPAD Notre-Dame du Bon Repos,147,Privé non lucratif,2369.4,34 Rue du Général Leclerc,54320,54,54,MEURTHE-ET-MOSELLE,MAXEVILLE,03 83 35 02 89,accueilndbr@fondationsaintcharlesnancy.fr,Fondation St Charles de Nancy,
7727,EHPAD Pompey-Lay Saint-Christophe,190,Public,1890.6000000000001,3 Rue de l'Avant-garde,54340,54,54,MEURTHE-ET-MOSELLE,POMPEY,03 83 91 70 00,secretariat.direction@hopital-pompey.fr,HL Intercom Pompey Lay St Christophe,http://hopital-pompey.fr
7819,EHPAD Résidence Clos Pré,48,Privé non lucratif,2268.8999999999996,14 rue du Clos-Pré,54130,54,54,MEURTHE-ET-MOSELLE,ST MAX,03 83 29 30 58,secstmax@asso-lesbruyeres.org,Association les Bruyeres,http://www.asso-lesbruyeres.com/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=2&sobi2Id=7&Itemid=
7753,EHPAD Résidence Le Parc,67,Privé commercial,2790.2999999999997,119 Av de Strasbourg,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 32 97 12,direction@ehpadleparc.fr,SARL le Parc,
7801,EHPAD Résidence Les Cygnes,120,Privé commercial,2964.6000000000004,2 rue Jacques-Délivré,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 18 71 00,nancy@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-cygnes-nancy-54
7700,EHPAD Saint-Charles,83,Public,2103.6,Rue du Grand Barmont BP 2,54330,54,54,MEURTHE-ET-MOSELLE,VEZELISE,03 83 15 20 80,secretariat@ehpad-vezelise.fr,Maison de Retraite St Charles,
7775,EHPAD Saint-Charles,96,Privé non lucratif,1947.3,56 rue des Quatre-Églises,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 17 58 00,pmsi@saint-charles.fr,Association de la Maison Hosp St Charles,http://www.saint-charles.fr
7708,EHPAD Saint-Dominique,55,Public,1781.7,70 rue de Metz,54800,54,54,MEURTHE-ET-MOSELLE,MARS LA TOUR,03 82 33 92 34,mr.saintdominique@wanadoo.fr,EHPAD Saint-Dominique,
7723,EHPAD Saint-Joseph,104,Privé non lucratif,1868.7000000000003,113 avenue de Strasbourg,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 32 02 98,accueil@mdrsaintjoseph.fr,Association Mr Ds Soeurs de la Doct Chretienne,
7707,EHPAD Saint-Louis-de-Longwy,101,Public,1830.6000000000001,2 rue Saint-Louis,54400,54,54,MEURTHE-ET-MOSELLE,LONGWY,03 82 24 35 77,contact@ehpad-stlouis.fr ,Maison de Retraite de Longwy,
7758,EHPAD Saint-Sauveur,67,Privé non lucratif,2264.1,34 rue du Général Leclerc,54320,54,54,MEURTHE-ET-MOSELLE,MAXEVILLE,03 83 40 06 01,accueilstsauveur@fondationsaintcharlesnancy.fr,Fondation Saint-Charles,
7716,EHPAD Sainte-Famille,88,Privé non lucratif,2193.0000000000005,17 rue Bois-le-Duc,54500,54,54,MEURTHE-ET-MOSELLE,VANDOEUVRE LES NANCY,03 83 44 84 00,accueilstefamille@fondationsaintcharlesnancy.fr,Fondation St Charles de Nancy,
7710,EHPAD Sainte-Sophie,89,Public,1707,2 rue Henri-Poulet,54470,54,54,MEURTHE-ET-MOSELLE,THIAUCOURT REGNIEVILLE,03 83 81 90 04,mrthiaucourt.direction@orange.fr ,Maison de Retraite,
7711,EHPAD Simon Bénichou,73,Privé non lucratif,2316.3000000000002,53 rue Hoche,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 91 47 00,maisonretraite@ehpad-benichou.org,Oeuvre Israelite Secours Malades,
7728,EHPAD Stern,89,Public,2001,4 Avenue Clémenceau,54150,54,54,MEURTHE-ET-MOSELLE,BRIEY,03 82 47 51 06,stern@ch-briey.fr,Centre Hospitalier de Briey,
7828,EHPAD de Foug,83,Privé non lucratif,2102.1,Rue du General Leclerc,54570,54,54,MEURTHE-ET-MOSELLE,FOUG,03 57 82 00 00,herve.pierrot@ohs.asso.fr,Office d'Hygiene Sociale Ohs,
7704,EHPAD de Gerbéviller,99,Public,1884.3000000000002,1 ruelle du Jard,54830,54,54,MEURTHE-ET-MOSELLE,GERBEVILLER,03 83 42 70 07,secretariat@mr-gerbeviller.fr,Maison de Retraite de Gerbeviller,
7701,EHPAD de Rosières-Aux-Salines,90,Public,1722.9,Rue du Paquis des Toiles,54110,54,54,MEURTHE-ET-MOSELLE,ROSIERES AUX SALINES,03 83 48 80 00,mrrosieres@wanadoo.fr,Et Public Com de Rosieres M.R.,
7744,EHPAD de Saint-Nicolas-de-Port,214,Public,1788.6000000000001,3 rue du Jeu de Paume,54210,54,54,MEURTHE-ET-MOSELLE,ST NICOLAS DE PORT,03 83 18 60 00,direction@ch-saint-nicolas.fr,Centre Hospitalier St Nicolas de Port,
7769,EHPAD de l'Association hospitalière de Joeuf,12,Privé non lucratif,2247.6,26 rue Saint-Robert,54240,54,54,MEURTHE-ET-MOSELLE,JOEUF,03 82 47 53 53,direction@asspo.fr,Association Hospitaliere de Joeuf,https://www.asspo.fr/
7702,EHPAD de l'Epc de Rosières aux Salines,36,Public,1722.9,Rue du Bac,54360,54,54,MEURTHE-ET-MOSELLE,BLAINVILLE SUR L EAU,03 83 76 00 76,mrrosieres@wanadoo.fr,Et Public Com de Rosieres M.R.,
7759,EHPAD de la Compassion,60,Privé non lucratif,1835.9999999999998,5 rue de la Barre,54930,54,54,MEURTHE-ET-MOSELLE,ST FIRMIN,03 83 25 31 35,sfi.dir@acisfrance.net,ACIS France,http://www.acisfrance.net/index.php?site=7
7743,EHPAD du Centre hospitalier,164,Public,1672.5,1 Rue de l'Hôpital Militaire,54200,54,54,MEURTHE-ET-MOSELLE,TOUL,03 83 62 20 20,direction@ch-toul.fr,Centre hospitalier Saint-Charles Toul,http://www.ch-toul.fr/
7762,EHPAD du Centre hospitalier ,0,Public,,3 rue du jeu-de-Paume,54210,54,54,MEURTHE-ET-MOSELLE,ST NICOLAS DE PORT,03 83 18 62 08,direction@ch-saint-nicolas.fr,Centre Hospitalier St Nicolas de Port,http://www.ch-saint-nicolas.fr/
7747,EHPAD du Centre hospitalier de Luneville,228,Public,1692.6000000000001,6 rue Girardet BP 30206,54300,54,54,MEURTHE-ET-MOSELLE,LUNEVILLE,03 83 76 12 12,direction@ch-luneville.fr,Centre Hospitalier de Luneville,
7718,Fondation Saint-Charles de Nancy Maison Sainte-Thérèse,148,Privé non lucratif,2118.8999999999996,50 rue de la Gare BP 20020,54710,54,54,MEURTHE-ET-MOSELLE,LUDRES,03 83 26 57 57,accueilstetherese@fondationsaintcharlesnancy.fr,Fondation St Charles de Nancy,
19423,Foyer - logement Les chardonnerets,49,Public,368.67,Rue Victor-Hugo,54110,54,54,MEURTHE-ET-MOSELLE,VARANGEVILLE,03 83 48 15 42,fpa.varangeville@wanadoo.fr,Centre Communal d'Action Sociale – CCAS,http://www.varangeville.fr
19479,Foyer - logement pour personnes âgées,34,Public,305,10 Rue Chanzy,54540,54,54,MEURTHE-ET-MOSELLE,BADONVILLER,03 83 42 14 76,secretariat@ville-badonviller.fr,Centre Communal d'Action Sociale – CCAS,
19485,Foyer - résidence Marcel Grandclerc,56,Public,334,1 Rue Aristide Briand,54510,54,54,MEURTHE-ET-MOSELLE,TOMBLAINE,03 83 20 07 76,,Centre Communal d'Action Sociale – CCAS,https://www.tomblaine.fr/foyer-residence-marcel-grandclerc
19417,Foyer Pour Personnes âgées De L'age D'or,35,Public,,19 rue Haxo,54950,54,54,MEURTHE-ET-MOSELLE,ST CLEMENT,03 83 72 60 08,sivomstclement@orange.fr,SIVOM,http://www.mairie-st-clement54.info/residence_de_l_age_d_or.1.html#R%C3%A9sidence%20de%20l%27Age%20d%27Or
19415,Foyer Pour Personnes âgées Le Rameau,72,Public,602.4,1 Rue Stanislas,54400,54,54,MEURTHE-ET-MOSELLE,LONGWY,03 82 23 39 73,epgml@epgmllongwy.fr,CCAS de Longwy,http://www.lesmaisonsderetraite.fr/logements-foyers/54-meurthe-et-moselle-54400-longwy-foyer-le-rameau-5459.htm
19429,Foyer des personnes âgées Les fougères,49,Public,423,Av du Bon Cure,54710,54,54,MEURTHE-ET-MOSELLE,LUDRES,03 83 25 88 01,,Centre Communal d'Action Sociale – CCAS,http://www.ludres.com/personnes-agees
19409,Foyer-Logement  Pour Personnes âgées,55,Privé non lucratif,430,Avenue des jonquilles,54310,54,54,MEURTHE-ET-MOSELLE,HOMECOURT,03 82 22 34 46,fpa@vandoeuvre.fr,CCAS de Homecourt,http://www.vandoeuvre.fr
19477,Foyer-Logement Le couarail,65,Public,401.02,Avenue de Léomont,54110,54,54,MEURTHE-ET-MOSELLE,DOMBASLE SUR MEURTHE,03 83 45 39 21,couarail@ville-dombasle.fr,Centre Communal d'Action Sociale – CCAS,http://www.ville-dombasle.fr/fr/information/66932/residences-autonomie
19427,Foyer-Résidence  Le Clairlieu,55,Public,375.16,Av Paul Muller,54600,54,54,MEURTHE-ET-MOSELLE,VILLERS LES NANCY,03 83 28 21 21,fpa.clairlieu@villerslesnancy.fr,Commune de Villers les Nancy,
19435,Foyer-Résidence Gabriel Mouilleron,61,Public,415.25,137 Rue Gabriel Mouilleron,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 41 35 34,residencemouilleron@mairie-nancy.fr,CCAS de Nancy,http://www.nancy.fr
19411,Foyer-Résidence Jean Moulin,92,Privé non lucratif,356.21,28 rue de Ravenne,54240,54,54,MEURTHE-ET-MOSELLE,JOEUF,03 82 22 20 70,ohs.lorraine@ohs.asso.fr,Office d'hygiène sociale de Lorraine,
19421,Foyer-Résidence Les jonquilles,64,Public,494,1 avenue des jonquilles,54500,54,54,MEURTHE-ET-MOSELLE,VANDOEUVRE LES NANCY,03 83 51 10 82,fpa@vandoeuvre.fr,Commune de Vandoeuvre les Nancy,http://www.vandoeuvre.fr/services-aux-citoyens/personnes-agees/foyer-residence
19425,Foyer-Résidence Paul Adam,60,Public,444.76,Rue Jean Giraudoux,54600,54,54,MEURTHE-ET-MOSELLE,VILLERS LES NANCY,03 83 41 41 88,,Commune de Villers les Nancy,http://www.villerslesnancy.fr/UserFiles/File/Solidarite/Foyers/fpa-paul-adam.pdf
19433,Foyer-Résidence Robert Chevardé,56,Public,496.6,38 Rue de Dieuze,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 37 36 38,residencechevarde@mairie-nancy.fr,CCAS de Nancy,http://www.nancy.fr
19437,Foyer-Résidence de Boudonville,60,Public,496.6,1 Rue Saint-bodon,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 96 40 24,residenceboudonville@mairie-nancy.fr,CCAS de Nancy,http://www.nancy.fr
7808,La Maison des Mirabelliers,95,Privé non lucratif,2057.1000000000004,4 rue du Commandant-Spicq,54720,54,54,MEURTHE-ET-MOSELLE,LEXY,03 82 23 01 40,lexy@adefresidences.com,ADEF Residences,http://www.adef-residences.com/
7802,La Maison des Vignes,80,Privé non lucratif,2127.2999999999997,14 rue Gustave-Nordon,54220,54,54,MEURTHE-ET-MOSELLE,MALZEVILLE,03 83 18 03 70,malzeville@adefresidences.com,ADEF Residences,http://www.adef-residences.com/
7813,Maison d'accueil Brancion,70,Privé non lucratif,1816.5000000000002,11 rue Carnot,54200,54,54,MEURTHE-ET-MOSELLE,ROYAUMEIX,03 83 62 91 50,direction@atnf.fr,Association le Toulois-Nord Familial,http://www.atnf.fr
7771,Maison de retraite - Hôpital de Baccarat,115,Privé non lucratif,1733.7,24 rue de l'Abbé Munier,54120,54,54,MEURTHE-ET-MOSELLE,BACCARAT,03 83 76 10 10,directionbaccarat@free.fr,Association de gestion de la maison hospitalière de Baccarat,
7761,Maison de retraite Le bas château,125,Privé non lucratif,2131.8000000000002,2 Rue de Dommartemont,54270,54,54,MEURTHE-ET-MOSELLE,ESSEY LES NANCY,03 83 29 18 32,accueil.baschateau@mdr.fvdp.org,Fondation Vincent de Paul,
7717,Maison de retraite Saint-Charles,170,Privé non lucratif,2091.6,23 Grande Rue,54290,54,54,MEURTHE-ET-MOSELLE,BAYON,03 83 76 40 00,scharles-bayon@wanadoo.fr,Fondation St Charles de Nancy,
7699,Maison de retraite Saint-Charles à Dombasle,70,Privé non lucratif,1802.7,30 rue Collot,54110,54,54,MEURTHE-ET-MOSELLE,DOMBASLE SUR MEURTHE,03 83 48 21 54,maisonstcharles@wanadoo.fr,Centre de Gestion Maison de Retraite,
7709,Maison de retraite Saint-François d'Assise,96,Public,1785,44 rue du Cardinal-Mathieu,54700,54,54,MEURTHE-ET-MOSELLE,PONT A MOUSSON,03 83 81 15 08,mdr.stfrancoisassise@wanadoo.fr,Maison de Retraite St Fr. d'Assise à Pam,
7715,Maison de retraite Saint-Rémy,140,Privé non lucratif,1940.3999999999999,14 rue du Chanoine Jacob CS 33399,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 30 95 00,accueilstremy@fondationsaintcharlesnancy.fr,Fondation St Charles de Nancy,http://www.maisonsaintremy.com
7764,Maison de retraite Villa Saint-Pierre Fourier,53,Privé non lucratif,2195.9999999999995,11 rue de Laxou,54600,54,54,MEURTHE-ET-MOSELLE,VILLERS LES NANCY,03 83 17 46 40,accueil@villa-sp-fourier.com,Association Villa St Pierre Fourier,
7703,Maison de retraite de Badonviller,63,Public,1766.1000000000001,2 Rue du Faubourg de France,54540,54,54,MEURTHE-ET-MOSELLE,BADONVILLER,03 83 76 01 90,direction@hli-3hsante.fr,Centre Hospitalier 3H Sante,
7746,Maison de retraite de Blamont Centre hospitalier 3H Sante,56,Public,1766.1000000000001,17 rue de Voise,54450,54,54,MEURTHE-ET-MOSELLE,BLAMONT,03 83 42 30 18,direction@hli-3hsante.fr,Centre Hospitalier 3H Sante,
7812,Maison de retraite la Verrière,85,Privé non lucratif,,6 bis rue Albert-Premier,54600,54,54,MEURTHE-ET-MOSELLE,VILLERS LES NANCY,03 83 90 74 00,secretariat@mr-verriere.fr,Comite d'Action du 3Eme Age,
19451,Résidence Ambroise Croizat,60,Public,,4 rue Saint-Guérin,54700,54,54,MEURTHE-ET-MOSELLE,BLENOD LES PONT A MOUSSON,03 83 81 07 40,foyer@blenod.com.fr,Centre Communal d'Action Sociale – CCAS,http://www.blenod-les-pam.com
19439,Résidence Ambroise-Croizat,60,Public,374.8,2 Rue Ambroise Croizat,54560,54,54,MEURTHE-ET-MOSELLE,AUDUN LE ROMAN,03 82 21 66 17,etatcivil@audunleroman.fr,Centre Communal d'Action Sociale – CCAS,
19483,Résidence André Picquot,38,Public,453.13,Quai de la Glacière,54200,54,54,MEURTHE-ET-MOSELLE,TOUL,03 83 43 23 63,residence.picquot@mairie-toul.fr,Centre Communal d'Action Sociale – CCAS,https://www.toul.fr/?les-3-residences
7820,Résidence Au Gré du Vent ,70,Privé non lucratif,2133,Rue de la Piscine,54490,54,54,MEURTHE-ET-MOSELLE,JOUDREVILLE,03 82 21 44 55,secjoudreville@asso-lesbruyeres.org,Association les Bruyeres,http://www.asso-lesbruyeres.com/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=2&sobi2Id=9&Itemid=
19481,Résidence Benoît Frachon,61,Privé non lucratif,466.47,Rue du Moulin,54810,54,54,MEURTHE-ET-MOSELLE,LONGLAVILLE,03 82 24 60 98,location@amli.asso.fr,Commune de Longlaville,http://www.amlilogement.com
19469,Résidence Blanche de Castille,54,Public,405.4,Rue Blanche de Castille,54440,54,54,MEURTHE-ET-MOSELLE,HERSERANGE,03 82 26 06 26,c.michel@mairie-herserange.fr,CCAS de Herserange,
19473,Résidence Boffrand,56,Public,465.44,12 rue de boffrand,54300,54,54,MEURTHE-ET-MOSELLE,LUNEVILLE,03 83 74 26 80,rpaboffrand@ccas-luneville.fr,CCAS de Luneville,http://www.luneville.fr/solidarites/seniors/
19419,Résidence Crosmarie,36,Public,347,115 Allée de la Louvière,54200,54,54,MEURTHE-ET-MOSELLE,TOUL,03 83 43 08 90,residence.crosmarie@mairie-toul.fr,Centre Communal d'Action Sociale – CCAS,https://www.toul.fr/?les-3-residences
19447,Résidence Docteur douzain,29,Public,371.16,Cours Raymond Poincaré,54200,54,54,MEURTHE-ET-MOSELLE,TOUL,03 83 43 08 73,residence.douzain@mairie-toul.fr,Centre Communal d'Action Sociale – CCAS,
19491,Résidence Donop,54,Public,496.6,27 Rue du Colonel Grandval,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 41 45 12,residencedonop@mairie-nancy.fr,CCAS de Nancy,http://www.nancy.fr
19413,Résidence La marraine,32,Public,398.41,6 rue des Aulnois,54410,54,54,MEURTHE-ET-MOSELLE,LANEUVEVILLE DEVANT NANCY,09 72 64 59 39,ccas@ville-laneuveville-devant-nancy.fr,Centre Communal d'Action Sociale – CCAS,https://www.ville-laneuveville-devant-nancy.fr/vie-sociale/residence-la-marraine-alias
19463,Résidence Le clos pré,39,Privé non lucratif,881.14,14 rue du clos Pré,54130,54,54,MEURTHE-ET-MOSELLE,ST MAX,03 83 29 30 58,secstmax@asso-lesbruyeres.org,Association les Bruyeres,http://www.asso-lesbruyeres.com
19431,Résidence Le rond caillou,59,Public,430.57,Rue Fanny,54110,54,54,MEURTHE-ET-MOSELLE,DOMBASLE SUR MEURTHE,03 83 48 25 23,rond.caillou@ville-dombasle.fr,Centre Communal d'Action Sociale – CCAS,http://www.ville-dombasle.fr/fr/information/66932/residences-autonomie
19495,Résidence Les bruyères l'oseraie,42,Privé non lucratif,764.9,27 rue de mareville,54520,54,54,MEURTHE-ET-MOSELLE,LAXOU,03 83 41 24 76,seclaxou@asso-lesbruyeres.org,Association les Bruyeres,http://www.asso-lesbruyeres.com
19457,Résidence Les fourasses,59,Public,456.31,1 Rue de la Papeterie,54250,54,54,MEURTHE-ET-MOSELLE,CHAMPIGNEULLES,03 83 34 23 45,fpa.champigneulles@orange.fr,Centre Communal d'Action Sociale – CCAS,http://www.champigneulles.fr
19465,Résidence Les marronniers,57,Public,430.52,2 rue des Vannes,54340,54,54,MEURTHE-ET-MOSELLE,POMPEY,03 83 49 32 97,mairie@pompey.fr,Centre Communal d'Action Sociale – CCAS,http://www.pompey.fr/page100-ccas.html
19467,Résidence Les marronniers,59,Public,,Rue nouvelle,54260,54,54,MEURTHE-ET-MOSELLE,LONGUYON,03 82 39 46 03,,Centre Communal d'Action Sociale – CCAS,http://www.longuyon.fr
19445,Résidence Les remparts,82,Privé non lucratif,491.35,50 Avenue du 8 Mai 1945,54400,54,54,MEURTHE-ET-MOSELLE,LONGWY,03 82 23 64 17,location@amli.asso.fr,AMLI,http://www.amlilogement.com/
19441,Résidence Maurice-Peltier,73,Privé non lucratif,456.03,rue du 8 mai 1945,54240,54,54,MEURTHE-ET-MOSELLE,JOEUF,03 82 22 10 03,ohs.lorraine@ohs.asso.fr,Office d'hygiène sociale de Lorraine,
19461,Résidence Philippe de Gueldre,94,Public,416.55,Place Colombe,54700,54,54,MEURTHE-ET-MOSELLE,PONT A MOUSSON,03 83 81 20 95,residencephdegueldrepam@orange.fr,Centre Communal d'Action Sociale – CCAS,http://www.ville-pont-a-mousson.fr
19489,Résidence Pichon,36,Public,496.6,26 Rue Abbe Gregoire,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 37 00 96,residencepichon@mairie-nancy.fr,CCAS de Nancy,http://www.nancy.fr
7732,Résidence Poincaré - Maison de retraite,100,Privé non lucratif,2176.2000000000003,8 rue Poincaré,54136,54,54,MEURTHE-ET-MOSELLE,BOUXIERES AUX DAMES,03 83 22 71 33,accueil.poincare@mdr.fvdp.org,Fondation Vincent de Paul,
19443,Résidence René-Pernet,54,Privé non lucratif,430,Rue de la Kaukenne,54150,54,54,MEURTHE-ET-MOSELLE,BRIEY,03 82 46 21 08,ohs.lorraine@ohs.asso.fr,Office d'hygiène sociale de Lorraine,http://maison-retraite.ehpadhospiconseil.fr
19493,Résidence Saint Jacques,66,Public,,13 place Saint-Jacques,54300,54,54,MEURTHE-ET-MOSELLE,LUNEVILLE,03 83 74 26 88,,CCAS de Luneville,http://www.luneville.fr
19453,Résidence automne Paisible,64,Public,,22 avenue O gorman,54260,54,54,MEURTHE-ET-MOSELLE,LONGUYON,03 82 44 55 10,Longuyon@longuyon.fr,Centre Communal d'Action Sociale – CCAS,http://www.longuyon.fr
19403,Résidence autonomie André Claudel,40,Public,495,2 rue de la résistance,54360,54,54,MEURTHE-ET-MOSELLE,DAMELEVIERES,03 83 75 75 23,ccas.fpa.damelevieres@wanadoo.fr,Centre Communal d'Action Sociale – CCAS,http://www.damelevieres.fr/index.php/services-municipaux/action-sociale
19459,Résidence autonomie André Clerbout,62,Public,470.21,2 rue Pierre-Mendès-France,54230,54,54,MEURTHE-ET-MOSELLE,NEUVES MAISONS,03 83 47 16 03,foyer.clerbout@neuves-maisons.fr,Centre Communal d'Action Sociale – CCAS,http://www.neuves-maisons.fr/Pole-Lien-social/Solidarite/Residence-Autonomie-Andre-Clerbout
19487,Résidence du moulin,36,Public,546.66999999999996,14 rue du  gué,54180,54,54,MEURTHE-ET-MOSELLE,HEILLECOURT,03 83 55 17 20,contact@mairie-heillecourt.fr,Centre Communal d'Action Sociale – CCAS,http://www.mairie-heillecourt.fr
19449,Résidence monmousseau,26,Privé non lucratif,464.69,5 rue de l'église,54580,54,54,MEURTHE-ET-MOSELLE,AUBOUE,03 82 22 20 10,,Office d'hygiene sociale de Lorraine,
19475,Résidence ménil,75,Public,513.16,12b rue boffrand,54300,54,54,MEURTHE-ET-MOSELLE,LUNEVILLE,03 83 73 41 24,rpamenil@ccas-luneville.fr,CCAS de Luneville,http://www.luneville.fr
19455,Résidence pasteur,30,Public,585,18 rue pasteur,54120,54,54,MEURTHE-ET-MOSELLE,BACCARAT,03 83 72 12 77,didier.noel@ville-baccarat.fr,CCAS de Baccarat,http://www.ville-baccarat.com/cadre-de-vie/social/
91755,UNITE DE VIE POUR PERS AGÉES,10,Privé non lucratif,,Rue des Tanneries,54000,54,54,MEURTHE-ET-MOSELLE,NANCY,03 83 18 38 88,Chebance.sandy@gmail.com,AGE ET DIGNITE,
